Time,Temperature_C,Pressure_hPa
02:24:16.203,31.71,979.65
02:24:17.586,31.7,979.65
02:24:18.526,31.7,979.65
02:24:19.773,31.73,979.65
02:24:20.779,31.76,979.65
02:24:21.877,31.75,979.65
02:24:23.055,31.72,979.65
02:24:23.753,31.7,979.65
02:24:24.991,31.72,979.65
02:24:25.987,31.7,979.65
02:24:26.784,31.74,979.65
02:24:27.536,31.73,979.65
02:24:28.367,31.7,979.65
02:24:29.441,31.7,979.64
02:24:30.510,31.7,979.62
02:24:31.295,31.7,979.63
02:24:32.738,31.73,979.62
02:24:33.732,31.7,979.62
02:24:34.645,31.71,979.61
02:24:35.801,31.77,979.61
02:24:36.922,31.8,979.6
02:24:37.989,31.8,979.61
02:24:38.757,31.8,979.61
02:24:40.192,31.84,979.64
02:24:40.962,31.88,979.65
02:24:42.619,31.84,979.64
02:24:43.439,31.76,979.63
02:24:44.211,31.77,979.63
02:24:45.774,31.81,979.62
02:24:46.505,31.83,979.6
02:24:48.054,31.88,979.6
02:24:48.540,31.93,979.6
02:24:49.912,31.87,979.59
02:24:50.913,31.87,979.58
02:24:52.100,31.82,979.58
02:24:53.136,31.85,979.59
02:24:53.799,31.78,979.61
02:24:54.898,31.75,979.63
02:24:55.933,31.8,979.63
02:24:57.551,31.87,979.63
02:24:58.843,31.9,979.65
02:24:59.553,31.92,979.65
02:25:00.026,31.88,979.62
02:25:00.945,31.91,979.64
02:25:01.967,31.97,979.62
02:25:02.456,31.97,979.63
02:25:03.446,31.89,979.63
02:25:04.055,31.92,979.63
02:25:04.773,31.9,979.62
02:25:05.754,31.93,979.6
02:25:06.905,31.91,979.59
02:25:07.873,31.87,979.58
02:25:08.514,31.95,979.58
02:25:09.304,31.96,979.58
02:25:10.238,31.98,979.59
02:25:11.079,31.96,979.59
02:25:11.388,31.9,979.61
02:25:12.881,31.89,979.62
02:25:13.975,31.97,979.63
02:25:14.936,31.93,979.61
02:25:15.997,31.9,979.59
02:25:16.804,31.86,979.61
02:25:18.068,31.86,979.63
02:25:19.091,31.82,979.65
02:25:20.253,31.78,979.65
02:25:20.990,31.73,979.65
02:25:22.563,31.7,979.65
02:25:23.368,31.7,979.64
02:25:24.109,31.7,979.63
02:25:25.190,31.7,979.63
02:25:25.918,31.7,979.64
02:25:27.068,31.7,979.64
02:25:28.293,31.7,979.65
02:25:29.094,31.72,979.63
02:25:29.553,31.7,979.64
02:25:30.631,31.7,979.64
02:25:31.132,31.7,979.63
02:25:31.937,31.7,979.61
02:25:32.822,31.74,979.61
02:25:34.072,31.7,979.61
02:25:35.505,31.7,979.6
02:25:36.678,31.7,979.61
02:25:37.497,31.7,979.6
02:25:38.847,31.71,979.61
02:25:39.723,31.7,979.6
02:25:40.842,31.7,979.61
02:25:42.464,31.73,979.6
02:25:43.825,31.72,979.57
02:25:44.522,31.7,979.57
02:25:45.528,31.77,979.57
02:25:46.462,31.8,979.54
02:25:47.533,31.83,979.52
02:25:48.876,31.84,979.51
02:25:50.066,31.92,979.51
02:25:51.140,31.91,979.5
02:25:52.389,31.87,979.5
02:25:53.246,31.89,979.51
02:25:54.557,31.87,979.5
02:25:55.264,31.85,979.51
02:25:56.491,31.82,979.52
02:25:57.897,31.83,979.55
02:25:58.665,31.78,979.52
02:26:00.114,31.81,979.52
02:26:01.198,31.76,979.56
02:26:02.237,31.77,979.57
02:26:03.381,31.78,979.56
02:26:04.523,31.85,979.58
02:26:06.001,31.83,979.56
02:26:06.963,31.83,979.58
02:26:07.455,31.9,979.58
02:26:08.327,31.86,979.55
02:26:09.574,31.86,979.53
02:26:10.185,31.84,979.56
02:26:11.108,31.78,979.55
02:26:12.026,31.7,979.55
02:26:12.956,31.73,979.58
02:26:14.294,31.72,979.56
02:26:16.066,31.72,979.56
02:26:17.059,31.73,979.56
02:26:17.887,31.71,979.56
02:26:18.724,31.7,979.56
02:26:19.648,31.76,979.52
02:26:20.975,31.81,979.5
02:26:21.872,31.8,979.5
02:26:22.639,31.75,979.53
02:26:23.920,31.8,979.54
02:26:24.581,31.78,979.54
02:26:25.214,31.81,979.54
02:26:26.102,31.84,979.55
02:26:26.993,31.88,979.53
02:26:28.178,31.91,979.53
02:26:29.276,31.86,979.54
02:26:30.221,31.84,979.56
02:26:31.009,31.78,979.53
02:26:32.191,31.73,979.56
02:26:32.567,31.8,979.56
02:26:33.538,31.78,979.57
02:26:34.526,31.82,979.57
02:26:35.571,31.8,979.57
02:26:36.664,31.74,979.55
02:26:37.887,31.74,979.55
02:26:38.892,31.76,979.54
02:26:39.659,31.76,979.52
02:26:40.781,31.7,979.54
02:26:41.923,31.71,979.55
02:26:43.423,31.75,979.53
02:26:44.039,31.73,979.53
02:26:45.194,31.7,979.53
02:26:45.967,31.7,979.51
02:26:46.690,31.7,979.5
02:26:48.007,31.7,979.54
02:26:49.155,31.71,979.53
02:26:50.365,31.7,979.53
02:26:52.133,31.7,979.55
02:26:52.922,31.7,979.57
02:26:53.734,31.77,979.58
02:26:54.565,31.8,979.6
02:26:55.751,31.73,979.59
02:26:56.677,31.73,979.6
02:26:57.730,31.7,979.6
02:26:58.914,31.72,979.62
02:27:00.164,31.74,979.62
02:27:00.666,31.76,979.62
02:27:01.747,31.71,979.6
02:27:03.063,31.71,979.61
02:27:04.071,31.71,979.63
02:27:04.917,31.71,979.62
02:27:05.786,31.7,979.62
02:27:06.643,31.75,979.61
02:27:07.587,31.73,979.63
02:27:08.646,31.77,979.61
02:27:09.726,31.81,979.61
02:27:11.045,31.79,979.63
02:27:12.735,31.77,979.63
02:27:14.171,31.84,979.62
02:27:15.045,31.83,979.6
02:27:15.769,31.79,979.59
02:27:16.759,31.8,979.61
02:27:17.459,31.83,979.61
02:27:18.445,31.86,979.59
02:27:19.559,31.87,979.6
02:27:20.646,31.95,979.59
02:27:21.487,31.92,979.58
02:27:22.296,31.97,979.6
02:27:23.124,31.94,979.61
02:27:23.959,31.96,979.61
02:27:24.504,32.02,979.64
02:27:25.320,32.01,979.64
02:27:26.420,32.04,979.65
02:27:27.367,32.0,979.63
02:27:28.148,32.0,979.65
02:27:28.993,32.01,979.65
02:27:30.349,32.09,979.64
02:27:31.202,32.13,979.65
02:27:32.756,32.16,979.64
02:27:33.934,32.2,979.65
02:27:35.086,32.2,979.65
02:27:36.501,32.2,979.65
02:27:37.545,32.2,979.64
02:27:38.655,32.18,979.64
02:27:40.039,32.19,979.64
02:27:40.631,32.2,979.65
02:27:42.280,32.19,979.65
02:27:43.355,32.2,979.65
02:27:44.438,32.2,979.65
02:27:45.304,32.2,979.65
02:27:45.996,32.2,979.64
02:27:47.355,32.14,979.63
02:27:48.468,32.2,979.63
02:27:49.301,32.2,979.61
02:27:49.642,32.2,979.6
02:27:50.335,32.2,979.6
02:27:51.166,32.15,979.62
02:27:52.361,32.14,979.65
02:27:53.040,32.08,979.63
02:27:54.027,32.09,979.63
02:27:55.132,32.04,979.65
02:27:56.108,32.09,979.65
02:27:57.245,32.11,979.65
02:27:58.437,32.16,979.65
02:27:59.650,32.16,979.65
02:28:00.447,32.2,979.65
02:28:01.018,32.2,979.64
02:28:02.270,32.17,979.63
02:28:02.703,32.16,979.6
02:28:03.228,32.19,979.61
02:28:04.356,32.15,979.61
02:28:05.355,32.1,979.63
02:28:06.618,32.09,979.63
02:28:07.680,32.01,979.63
02:28:08.476,31.97,979.62
02:28:10.015,32.0,979.61
02:28:11.187,32.05,979.63
02:28:12.205,32.03,979.64
02:28:13.323,32.06,979.65
02:28:14.638,32.04,979.65
02:28:15.697,32.12,979.64
02:28:17.218,32.13,979.63
02:28:18.073,32.12,979.64
02:28:19.229,32.09,979.64
02:28:20.872,32.16,979.64
02:28:21.884,32.17,979.65
02:28:22.577,32.16,979.62
02:28:23.696,32.18,979.62
02:28:25.169,32.14,979.6
02:28:26.236,32.18,979.62
02:28:27.098,32.2,979.62
02:28:28.047,32.2,979.63
02:28:28.574,32.2,979.65
02:28:29.386,32.2,979.65
02:28:30.464,32.18,979.64
02:28:31.456,32.2,979.65
02:28:32.345,32.2,979.61
02:28:33.690,32.13,979.6
02:28:34.354,32.08,979.62
02:28:35.214,32.09,979.62
02:28:36.357,32.1,979.6
02:28:37.656,32.08,979.57
02:28:38.527,32.14,979.59
02:28:39.423,32.12,979.58
02:28:41.046,32.14,979.59
02:28:42.355,32.15,979.58
02:28:43.296,32.14,979.58
02:28:44.514,32.15,979.59
02:28:45.490,32.15,979.56
02:28:46.765,32.16,979.58
02:28:46.896,32.2,979.58
02:28:48.228,32.16,979.59
02:28:48.912,32.13,979.62
02:28:49.855,32.14,979.63
02:28:51.004,32.15,979.63
02:28:52.725,32.15,979.64
02:28:54.040,32.19,979.65
02:28:55.232,32.14,979.65
02:28:55.888,32.16,979.64
02:28:56.869,32.17,979.64
02:28:57.995,32.2,979.65
02:28:58.922,32.2,979.65
02:28:59.554,32.2,979.65
02:29:00.464,32.2,979.65
02:29:01.502,32.19,979.65
02:29:02.173,32.14,979.65
02:29:02.919,32.1,979.62
02:29:03.727,32.04,979.64
02:29:05.030,32.02,979.65
02:29:06.325,32.0,979.61
02:29:08.012,31.95,979.59
02:29:09.319,32.03,979.61
02:29:10.488,32.05,979.62
02:29:11.716,32.06,979.62
02:29:12.697,32.03,979.62
02:29:13.189,32.03,979.6
02:29:13.858,32.03,979.62
02:29:15.134,31.97,979.61
02:29:16.416,31.93,979.61
02:29:17.581,31.89,979.61
02:29:18.181,31.87,979.61
02:29:18.703,31.89,979.61
02:29:19.868,31.9,979.63
02:29:20.906,31.88,979.63
02:29:22.069,31.88,979.64
02:29:22.858,31.85,979.61
02:29:24.383,31.81,979.6
02:29:25.168,31.84,979.6
02:29:26.542,31.81,979.6
02:29:27.291,31.89,979.59
02:29:28.384,31.92,979.59
02:29:29.329,31.91,979.59
02:29:30.285,31.95,979.63
02:29:31.117,31.9,979.62
02:29:32.891,31.87,979.65
02:29:34.395,31.84,979.65
02:29:35.883,31.83,979.65
02:29:36.709,31.79,979.64
02:29:37.341,31.79,979.63
02:29:38.412,31.73,979.63
02:29:39.662,31.7,979.64
02:29:41.030,31.7,979.65
02:29:42.156,31.7,979.65
02:29:43.323,31.7,979.65
02:29:44.047,31.71,979.63
02:29:45.014,31.7,979.62
02:29:46.384,31.74,979.63
02:29:47.057,31.73,979.65
02:29:48.099,31.81,979.65
02:29:49.157,31.8,979.65
02:29:50.111,31.83,979.65
02:29:50.875,31.77,979.62
02:29:52.028,31.73,979.59
02:29:53.144,31.81,979.59
02:29:54.396,31.81,979.59
02:29:55.672,31.8,979.59
02:29:56.768,31.77,979.61
02:29:57.716,31.74,979.62
02:29:58.446,31.75,979.62
02:29:59.772,31.76,979.62
02:30:01.017,31.82,979.62
02:30:02.020,31.77,979.61
02:30:02.929,31.74,979.6
02:30:03.946,31.76,979.6
02:30:05.092,31.77,979.57
02:30:05.810,31.76,979.56
02:30:06.990,31.82,979.57
02:30:07.926,31.88,979.58
02:30:08.825,31.86,979.57
02:30:09.708,31.86,979.57
02:30:10.709,31.88,979.59
02:30:11.994,31.82,979.55
02:30:13.274,31.77,979.55
02:30:13.923,31.7,979.56
02:30:15.151,31.7,979.52
02:30:15.987,31.72,979.5
02:30:17.042,31.72,979.51
02:30:18.078,31.7,979.53
02:30:19.030,31.7,979.51
02:30:19.897,31.7,979.51
02:30:21.411,31.7,979.5
02:30:22.852,31.7,979.5
02:30:24.164,31.7,979.53
02:30:25.368,31.7,979.56
02:30:26.186,31.73,979.56
02:30:27.576,31.79,979.56
02:30:28.350,31.81,979.55
02:30:29.954,31.82,979.55
02:30:31.010,31.76,979.53
02:30:32.370,31.74,979.52
02:30:33.531,31.78,979.53
02:30:34.830,31.75,979.51
02:30:36.280,31.74,979.5
02:30:37.679,31.76,979.51
02:30:39.328,31.74,979.53
02:30:40.345,31.75,979.55
02:30:41.498,31.77,979.56
02:30:42.388,31.74,979.55
02:30:42.798,31.82,979.53
02:30:43.732,31.8,979.54
02:30:44.977,31.84,979.53
02:30:45.926,31.85,979.52
02:30:47.409,31.87,979.54
02:30:48.608,31.92,979.54
02:30:49.218,31.93,979.53
02:30:50.060,31.96,979.55
02:30:51.066,31.97,979.57
02:30:52.138,32.05,979.58
02:30:52.610,32.08,979.59
02:30:53.997,32.11,979.58
02:30:54.630,32.1,979.57
02:30:55.456,32.12,979.6
02:30:56.574,32.07,979.6
02:30:57.933,32.05,979.6
02:30:58.938,32.02,979.61
02:30:59.901,32.03,979.6
02:31:00.770,32.06,979.59
02:31:02.288,32.05,979.6
02:31:03.568,31.99,979.57
02:31:04.110,32.04,979.56
02:31:05.878,32.02,979.56
02:31:07.340,32.1,979.59
02:31:08.703,32.14,979.6
02:31:09.936,32.12,979.59
02:31:10.935,32.11,979.58
02:31:12.144,32.15,979.59
02:31:13.587,32.1,979.58
02:31:14.372,32.03,979.58
02:31:15.336,32.09,979.59
02:31:16.029,32.16,979.61
02:31:17.203,32.15,979.59
02:31:18.092,32.2,979.62
02:31:19.555,32.18,979.61
02:31:20.597,32.11,979.61
02:31:21.553,32.09,979.59
02:31:22.707,32.07,979.57
02:31:22.845,32.07,979.6
02:31:24.343,32.05,979.59
02:31:25.484,32.01,979.59
02:31:26.714,32.06,979.59
02:31:27.653,32.02,979.58
02:31:28.585,32.04,979.59
02:31:29.344,32.1,979.59
02:31:30.337,32.07,979.55
02:31:31.603,32.1,979.55
02:31:32.623,32.12,979.52
02:31:33.464,32.15,979.5
02:31:34.552,32.09,979.51
02:31:35.541,32.03,979.53
02:31:36.321,32.0,979.53
02:31:37.666,31.96,979.53
02:31:38.794,31.98,979.54
02:31:39.684,31.95,979.54
02:31:40.362,31.87,979.54
02:31:41.634,31.79,979.53
02:31:42.819,31.87,979.53
02:31:43.601,31.86,979.55
02:31:44.407,31.83,979.54
02:31:45.121,31.84,979.57
02:31:46.218,31.83,979.56
02:31:46.749,31.86,979.56
02:31:47.695,31.94,979.57
02:31:48.469,31.92,979.58
02:31:49.503,31.87,979.6
02:31:50.303,31.94,979.61
02:31:51.169,31.99,979.61
02:31:52.425,32.01,979.6
02:31:53.232,32.05,979.6
02:31:54.110,32.02,979.6
02:31:55.729,31.97,979.6
02:31:57.153,31.97,979.61
02:31:57.834,31.99,979.61
02:31:59.130,32.03,979.65
02:32:00.304,32.05,979.65
02:32:01.198,32.06,979.64
02:32:02.248,32.11,979.63
02:32:03.590,32.17,979.63
02:32:03.954,32.14,979.65
02:32:04.947,32.1,979.64
02:32:06.199,32.12,979.64
02:32:07.089,32.11,979.62
02:32:08.574,32.1,979.64
02:32:10.030,32.14,979.63
02:32:11.151,32.13,979.62
02:32:12.249,32.09,979.64
02:32:13.109,32.09,979.64
02:32:14.031,32.12,979.63
02:32:15.293,32.06,979.64
02:32:16.875,32.02,979.63
02:32:18.029,32.03,979.63
02:32:19.175,32.06,979.65
02:32:20.298,32.05,979.65
02:32:21.868,32.04,979.64
02:32:23.200,32.04,979.6
02:32:24.455,32.02,979.6
02:32:25.554,32.02,979.61
02:32:26.424,32.04,979.61
02:32:27.645,32.07,979.59
02:32:28.971,32.05,979.61
02:32:30.081,32.12,979.6
02:32:30.976,32.12,979.6
02:32:32.216,32.06,979.58
02:32:32.896,32.09,979.61
02:32:33.865,32.09,979.61
02:32:35.213,32.05,979.61
02:32:36.506,32.07,979.62
02:32:37.806,31.99,979.63
02:32:38.610,31.92,979.63
02:32:40.022,31.91,979.65
02:32:41.506,31.96,979.65
02:32:42.728,31.97,979.63
02:32:43.655,31.93,979.65
02:32:44.602,31.94,979.65
02:32:45.615,32.01,979.64
02:32:46.673,31.98,979.62
02:32:47.490,31.97,979.61
02:32:48.282,31.92,979.61
02:32:48.831,31.95,979.61
02:32:49.393,31.94,979.6
02:32:50.489,31.99,979.58
02:32:51.524,31.98,979.59
02:32:52.588,31.95,979.58
02:32:53.349,32.0,979.58
02:32:54.919,31.99,979.57
02:32:55.465,31.92,979.55
02:32:56.545,31.94,979.52
02:32:57.814,31.92,979.52
02:32:59.297,31.96,979.52
02:33:00.030,31.88,979.51
02:33:00.967,31.84,979.51
02:33:01.990,31.83,979.5
02:33:03.040,31.85,979.5
02:33:04.464,31.84,979.5
02:33:05.676,31.85,979.51
02:33:06.762,31.83,979.52
02:33:07.419,31.83,979.52
02:33:08.357,31.83,979.5
02:33:09.192,31.83,979.5
02:33:09.884,31.88,979.5
02:33:11.175,31.9,979.5
02:33:12.707,31.85,979.51
02:33:14.007,31.82,979.53
02:33:14.932,31.84,979.54
02:33:15.892,31.87,979.55
02:33:16.367,31.92,979.53
02:33:17.677,31.97,979.51
02:33:18.554,31.92,979.51
02:33:19.462,31.95,979.53
02:33:20.880,31.93,979.52
02:33:21.375,31.9,979.54
02:33:22.860,31.85,979.53
02:33:23.852,31.86,979.52
02:33:24.979,31.84,979.52
02:33:26.143,31.84,979.51
02:33:27.110,31.84,979.5
02:33:28.033,31.9,979.51
02:33:28.944,31.93,979.51
02:33:30.296,31.94,979.51
02:33:31.430,31.88,979.5
02:33:32.072,31.89,979.53
02:33:33.741,31.91,979.53
02:33:34.201,31.89,979.52
02:33:35.015,31.88,979.51
02:33:35.421,31.91,979.5
02:33:36.493,31.99,979.5
02:33:36.734,31.98,979.52
02:33:38.321,31.93,979.52
02:33:39.182,31.93,979.56
02:33:39.731,31.94,979.57
02:33:41.056,31.94,979.58
02:33:41.939,31.95,979.57
02:33:43.125,31.94,979.58
02:33:44.117,31.98,979.58
02:33:44.585,32.03,979.56
02:33:45.389,32.01,979.58
02:33:45.748,32.09,979.6
02:33:46.815,32.09,979.6
02:33:47.971,32.11,979.61
02:33:48.998,32.11,979.61
02:33:49.940,32.15,979.62
02:33:50.058,32.18,979.62
02:33:51.052,32.16,979.64
02:33:52.336,32.13,979.64
02:33:53.045,32.08,979.63
02:33:54.303,32.11,979.64
02:33:55.521,32.14,979.63
02:33:56.650,32.17,979.64
02:33:58.007,32.2,979.65
02:33:59.328,32.19,979.64
02:34:00.279,32.17,979.62
02:34:01.236,32.13,979.62
02:34:01.668,32.14,979.62
02:34:02.423,32.17,979.63
02:34:02.940,32.14,979.62
02:34:03.658,32.17,979.62
02:34:04.579,32.09,979.63
02:34:05.207,32.09,979.63
02:34:06.616,32.04,979.59
02:34:07.671,32.11,979.61
02:34:08.734,32.09,979.62
02:34:09.442,32.11,979.63
02:34:10.760,32.19,979.63
02:34:11.607,32.19,979.61
02:34:12.398,32.18,979.6
02:34:13.444,32.14,979.61
02:34:14.444,32.14,979.61
02:34:15.491,32.17,979.6
02:34:16.293,32.16,979.58
02:34:17.048,32.14,979.59
02:34:18.126,32.15,979.6
02:34:19.085,32.17,979.6
02:34:20.165,32.14,979.56
02:34:21.124,32.2,979.58
02:34:22.414,32.2,979.58
02:34:23.473,32.18,979.58
02:34:24.658,32.2,979.57
02:34:25.523,32.2,979.58
02:34:26.090,32.12,979.57
02:34:26.724,32.1,979.57
02:34:27.588,32.16,979.58
02:34:28.678,32.18,979.56
02:34:29.990,32.18,979.57
02:34:30.668,32.12,979.58
02:34:31.781,32.08,979.57
02:34:33.119,32.03,979.59
02:34:33.848,32.06,979.59
02:34:35.029,32.04,979.59
02:34:36.042,32.0,979.6
02:34:36.888,31.99,979.58
02:34:37.119,31.98,979.62
02:34:38.354,31.98,979.61
02:34:39.361,32.0,979.6
02:34:40.695,32.03,979.61
02:34:41.827,32.03,979.62
02:34:43.004,32.02,979.61
02:34:44.035,32.08,979.59
02:34:44.595,32.09,979.59
02:34:45.647,32.1,979.59
02:34:47.094,32.03,979.58
02:34:48.063,31.97,979.57
02:34:49.561,31.97,979.58
02:34:50.183,31.94,979.57
02:34:51.088,31.99,979.58
02:34:51.754,32.0,979.59
02:34:53.096,32.07,979.57
02:34:53.853,32.02,979.57
02:34:54.993,32.06,979.57
02:34:55.897,32.06,979.55
02:34:57.524,32.0,979.56
02:34:59.131,32.0,979.55
02:35:00.024,31.99,979.57
02:35:00.360,32.05,979.55
02:35:01.280,32.03,979.56
02:35:01.801,32.05,979.59
02:35:02.392,32.06,979.58
02:35:03.520,32.06,979.57
02:35:04.666,32.13,979.57
02:35:05.882,32.08,979.56
02:35:07.024,32.14,979.56
02:35:07.930,32.14,979.54
02:35:09.111,32.18,979.54
02:35:09.970,32.19,979.53
02:35:10.950,32.2,979.52
02:35:11.843,32.17,979.54
02:35:12.788,32.15,979.56
02:35:14.214,32.12,979.53
02:35:15.516,32.1,979.54
02:35:15.925,32.13,979.52
02:35:17.145,32.13,979.51
02:35:18.023,32.16,979.51
02:35:19.198,32.2,979.5
02:35:20.683,32.2,979.5
02:35:21.284,32.19,979.51
02:35:22.246,32.2,979.5
02:35:23.242,32.15,979.51
02:35:24.508,32.13,979.5
02:35:25.568,32.15,979.51
02:35:26.939,32.11,979.52
02:35:28.296,32.04,979.52
02:35:29.145,32.03,979.53
02:35:29.999,32.01,979.53
02:35:30.673,31.96,979.54
02:35:31.328,31.99,979.54
02:35:31.810,31.96,979.56
02:35:32.516,31.94,979.57
02:35:33.751,31.93,979.56
02:35:35.178,32.0,979.57
02:35:36.203,31.97,979.56
02:35:37.360,31.99,979.58
02:35:38.555,31.93,979.6
02:35:39.256,31.91,979.6
02:35:40.854,31.99,979.61
02:35:41.799,32.01,979.62
02:35:42.703,32.09,979.63
02:35:43.853,32.11,979.63
02:35:45.104,32.09,979.63
